fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.2,0.6,0.06,2.7,0.077,15,85,0.9975,3.51,0.54,9.5,5,red
7.0,0.2,0.30,1.8,0.065,16,20,0.9967,3.61,0.82,10.0,6,red
6.8,0.2,0.62,6.4,0.041,7,113,0.9936,2.96,0.59,10.2,5,white
7.6,0.3,0.39,7.6,0.040,45,215,0.9965,3.11,0.53,9.2,6,white
7.9,0.6,0.18,1.9,0.067,2,16,0.9959,3.41,0.93,10.4,7,red
7.6,0.3,0.39,7.6,0.040,45,215,0.9965,3.11,0.53,9.2,6,white
6.6,0.3,0.30,3.9,0.028,40,96,0.9904,3.24,0.61,12.7,8,white
6.5,0.2,0.33,1.5,0.039,36,110,0.9901,3.22,0.65,12.0,6,white
6.9,0.2,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,white
8.0,0.7,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,red
7.6,0.3,0.23,12.7,0.054,20,139,0.9984,3.16,0.50,9.7,4,white
6.3,0.3,0.20,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,white
7.6,0.2,0.28,12.0,0.056,68,143,0.9983,2.99,0.30,9.2,6,white
8.5,0.4,0.32,1.8,0.066,26,51,0.9946,3.38,0.72,11.8,6,red
6.1,0.2,0.38,2.3,0.033,28,111,0.9896,3.16,0.49,12.4,6,white
7.1,0.5,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,white
6.8,0.2,0.26,1.2,0.041,29,182,0.9910,3.04,0.35,11.2,5,white
6.9,0.2,0.39,6.0,0.035,44,141,0.9912,3.11,0.33,12.5,6,white
6.7,0.4,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,white
6.6,0.3,0.33,1.4,0.042,24,183,0.9922,3.29,0.46,10.7,5,white
6.5,0.2,0.33,13.8,0.042,25,139,0.9970,3.35,0.56,10.4,6,white
7.3,0.3,0.36,13.1,0.050,35,200,0.9986,3.04,0.46,8.9,7,white
7.4,0.2,0.30,1.4,0.057,33,135,0.9930,3.12,0.50,9.6,6,white
6.8,0.4,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,white
5.7,0.4,0.30,1.1,0.029,24,88,0.9888,3.18,0.39,11.7,6,white
5.7,0.3,0.16,9.0,0.053,32,111,0.9947,3.36,0.37,10.4,6,white
8.2,0.3,0.44,12.4,0.043,52,154,0.9945,3.04,0.33,12.0,6,white
6.2,0.2,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11.0,8,white
12.0,0.5,0.59,1.4,0.073,23,42,0.9980,2.92,0.68,10.5,7,red
8.5,0.3,0.21,16.2,0.074,41,197,0.9980,3.02,0.50,9.8,3,white
6.1,0.2,0.37,2.6,0.041,24,99,0.9915,3.18,0.50,10.9,6,white
7.3,0.2,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10.0,6,white
5.8,0.4,0.30,2.2,0.035,26,129,0.9890,3.32,0.47,12.9,6,white
6.2,0.3,0.32,6.3,0.048,47,159,0.9928,3.21,0.60,11.0,6,white
6.1,0.3,0.31,12.0,0.053,46,238,0.9977,3.16,0.48,8.6,5,white
9.5,0.6,0.27,2.3,0.082,23,144,0.9978,3.27,0.55,9.4,5,red
8.0,0.3,0.25,19.1,0.045,50,208,1.0005,3.05,0.50,9.2,6,white
6.4,0.2,0.25,20.2,0.083,35,157,0.9998,3.17,0.50,9.1,5,white
7.4,0.2,0.26,1.6,0.058,53,150,0.9936,3.18,0.50,9.9,7,white
6.3,0.2,0.34,4.5,0.039,41,146,0.9923,3.19,0.39,11.2,7,white
6.5,0.3,0.20,6.6,0.041,9,126,0.9949,2.94,0.51,8.8,5,white
7.1,0.3,0.35,3.5,0.028,35,91,0.9902,2.96,0.33,12.1,5,white
7.1,0.4,0.23,1.9,0.024,33,104,0.9903,3.34,0.59,12.9,6,white
6.3,0.3,0.53,1.8,0.021,41,101,0.9893,3.19,0.31,13.0,6,white
11.0,0.4,0.48,1.8,0.119,5,14,0.9981,3.31,0.74,9.8,6,red
6.4,0.3,0.35,7.7,0.056,45,191,0.9953,3.16,0.50,9.5,5,white
6.1,0.3,0.32,1.1,0.034,24,110,0.9898,3.36,0.40,12.5,6,white
4.5,0.2,0.21,1.0,0.033,89,159,0.9933,3.34,0.42,8.0,5,white
8.9,0.2,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,red
7.7,0.4,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10.0,6,white
9.9,1.0,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,white
6.1,0.2,0.21,1.9,0.090,44,130,0.9926,3.07,0.41,9.7,5,white
6.6,0.2,0.32,6.0,0.033,59,128,0.9919,3.19,0.71,12.1,8,white
13.7,0.4,0.68,3.0,0.085,17,42,1.0013,3.06,0.79,10.0,5,red
6.6,0.3,0.34,7.7,0.044,63,212,0.9953,3.22,0.48,9.7,6,white
5.8,0.3,0.30,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,white
6.7,0.2,0.32,12.5,0.035,18,156,0.9967,2.88,0.36,9.0,6,white
6.2,0.4,0.18,7.7,0.096,28,210,0.9977,3.56,0.72,9.2,5,white
8.0,0.2,0.44,1.0,0.057,24,111,0.9916,3.09,0.32,11.2,6,white
7.1,0.4,0.12,2.1,0.065,14,24,0.9925,3.30,0.53,13.3,6,red
6.1,0.2,0.45,10.6,0.094,49,169,0.9970,3.05,0.54,8.8,5,white
8.3,0.4,0.41,8.2,0.050,15,122,0.9979,3.39,0.49,9.3,5,white
6.2,0.2,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11.0,3,white
9.8,0.7,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red
10.0,0.7,0.11,1.4,0.084,8,24,0.9958,2.88,0.47,9.7,5,red
8.5,0.2,0.34,1.3,0.035,54,110,0.9918,3.07,0.55,11.0,7,white
6.7,0.3,0.44,18.5,0.057,65,224,0.9996,3.11,0.53,9.1,5,white
6.1,0.3,0.27,4.7,0.030,56,140,0.9904,3.16,0.42,12.5,8,white
11.0,0.3,0.57,2.0,0.054,8,20,0.9979,3.31,0.86,10.4,7,red
8.2,0.2,0.48,2.7,0.052,24,190,0.9950,3.50,0.45,10.9,7,white
6.2,0.3,0.48,1.3,0.049,21,75,0.9931,3.33,0.46,9.9,6,white
8.2,0.3,0.33,2.6,0.053,11,71,0.9940,2.89,0.49,9.5,5,white
6.8,0.3,0.56,11.9,0.043,64,226,0.9970,3.02,0.63,9.3,5,white
9.1,0.8,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,red
5.0,0.2,0.19,5.0,0.043,17,101,0.9944,3.67,0.57,10.0,5,white
6.2,0.2,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,white
7.8,0.3,0.74,1.8,0.033,33,156,0.9910,3.29,0.52,12.8,6,white
7.7,0.7,0.02,1.6,0.070,9,19,0.9963,3.17,1.06,9.3,4,red
11.9,0.7,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,red
8.1,0.2,0.32,10.5,0.030,34,105,0.9941,3.11,0.42,11.8,6,white
5.8,0.3,0.30,3.9,0.026,36,105,0.9896,3.26,0.58,12.8,6,white
6.8,0.3,0.36,7.0,0.043,60,207,0.9956,3.16,0.49,9.6,6,white
8.2,0.7,0.21,1.7,0.074,5,13,0.9968,3.20,0.52,9.5,5,red
6.6,0.3,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11.0,7,white
5.9,0.3,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,white
8.4,0.3,0.42,2.1,0.072,23,36,0.9939,3.11,0.78,12.4,6,red
7.4,0.3,0.28,1.8,0.040,45,121,0.9904,3.02,0.40,11.9,5,white
6.9,0.4,0.29,13.7,0.048,52,189,0.9978,3.00,0.60,9.5,6,white
6.9,0.3,0.31,4.2,0.040,21,93,0.9896,3.18,0.48,13.4,7,white
6.4,0.3,0.23,4.1,0.037,13,95,0.9891,2.97,0.69,13.1,5,white
8.5,0.3,0.56,1.8,0.092,35,103,0.9969,3.30,0.75,10.5,7,red
8.0,0.3,0.28,8.2,0.038,72,202,0.9957,3.12,0.56,10.0,6,white
6.2,0.4,0.15,1.4,0.081,11,22,0.9955,3.34,0.57,9.3,5,red
10.4,0.4,0.50,2.3,0.068,13,19,0.9960,3.10,0.87,11.4,6,red
6.0,0.4,0.32,1.1,0.053,26,173,0.9941,3.38,0.54,8.8,5,white
10.4,0.4,0.46,2.1,0.104,6,10,0.9966,3.12,0.65,11.8,7,red
7.0,0.2,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,white
7.6,0.3,0.27,10.6,0.039,31,119,0.9982,3.27,0.30,9.3,6,white
7.2,0.5,0.18,2.1,0.071,12,31,0.9976,3.52,0.72,9.6,6,red
7.4,0.5,0.35,6.0,0.075,10,87,0.9977,3.34,0.82,10.5,5,red
8.2,0.3,1.00,18.2,0.047,55,205,0.9997,2.96,0.43,9.6,5,white
5.7,0.3,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,white
5.6,0.2,0.29,0.8,0.043,20,67,0.9911,3.28,0.48,9.9,6,white
6.8,0.2,0.30,12.8,0.062,19,171,0.9981,3.00,0.52,9.0,7,white
7.1,0.4,0.43,5.5,0.069,28,129,0.9973,3.44,0.71,10.5,4,red
7.9,0.9,0.00,2.6,0.095,25,68,0.9968,3.22,0.67,9.8,6,red
6.8,0.1,0.27,8.6,0.044,45,104,0.9945,3.20,0.37,9.9,6,white
8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5,white
6.4,0.3,0.32,11.3,0.038,69,192,0.9957,3.14,0.50,10.2,6,white
5.9,0.4,0.16,6.4,0.031,21,134,0.9915,3.24,0.46,12.2,6,white
8.4,0.3,0.41,2.1,0.080,10,26,0.9975,3.21,0.82,9.4,7,red
9.4,0.4,0.24,2.8,0.092,14,45,0.9980,3.19,0.73,10.0,6,red
5.7,0.3,0.50,2.6,0.049,17,155,0.9927,3.22,0.64,10.0,6,white
7.9,0.2,0.40,2.2,0.049,38,67,0.9960,3.33,0.93,11.3,5,red
6.9,0.3,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,white
7.5,0.4,0.19,3.4,0.046,8,116,0.9945,3.17,0.42,9.7,6,white
6.4,0.2,0.35,10.2,0.043,40,106,0.9963,3.16,0.50,9.7,6,white
9.0,0.4,0.41,2.0,0.058,15,40,0.9941,3.22,0.60,12.2,6,red
7.3,0.5,0.10,2.6,0.068,4,14,0.9956,3.30,0.47,10.5,5,red
6.8,0.9,0.06,2.0,0.060,4,11,0.9959,3.53,0.64,10.9,4,red
6.7,0.3,0.69,1.2,0.176,36,106,0.9929,2.96,0.43,9.2,6,white
7.8,0.3,0.33,10.4,0.031,47,194,0.9969,3.07,0.58,9.6,6,white
6.4,0.2,0.23,2.0,0.046,30,133,0.9908,3.12,0.54,11.4,7,white
5.9,0.3,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6,white
5.4,0.2,0.16,12.6,0.051,31,115,0.9956,3.40,0.38,10.8,6,white
8.0,0.4,0.22,1.9,0.076,25,49,0.9963,3.27,0.66,9.2,6,red
7.0,0.5,0.34,19.8,0.040,12,67,0.9976,3.07,0.38,11.0,6,white
6.4,0.3,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,white
8.4,0.2,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12.0,6,white
6.0,0.2,0.29,13.1,0.042,28,125,0.9994,3.39,0.45,8.6,5,white
15.0,0.2,0.44,2.3,0.075,10,25,1.0001,3.07,0.85,9.3,7,red
7.4,0.6,0.26,2.1,0.083,17,91,0.9962,3.29,0.56,9.8,6,red
8.4,0.6,0.12,1.8,0.072,38,46,0.9950,3.38,0.89,11.8,6,red
6.4,0.2,0.15,6.6,0.046,26,113,0.9941,2.99,0.58,9.9,6,white
7.4,0.4,0.24,6.0,0.042,28,123,0.9930,3.14,0.44,11.3,5,white
9.8,0.4,0.43,1.7,0.068,5,11,0.9948,3.19,0.46,11.4,5,red
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,white
11.9,0.6,0.50,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,red
6.3,0.3,0.25,5.8,0.038,52,155,0.9950,3.28,0.38,9.4,6,white
8.0,0.3,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white
7.9,0.2,0.35,1.7,0.054,7,15,0.9946,3.32,0.80,11.9,7,red
5.9,0.3,0.30,1.0,0.036,38,114,0.9928,3.58,0.48,9.4,5,white
7.5,0.3,0.51,14.8,0.039,62,204,0.9982,3.06,0.60,9.5,5,white
7.3,0.3,0.53,12.7,0.047,61,165,0.9984,3.06,0.45,9.1,6,white
10.4,0.3,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red
5.8,0.3,0.20,16.1,0.047,26,166,0.9976,3.09,0.46,8.9,5,white
6.0,0.3,0.44,1.5,0.046,15,182,0.9946,3.50,0.52,10.4,5,white
8.0,0.4,0.43,10.1,0.053,29,146,0.9982,3.40,0.46,9.5,6,white
9.4,0.4,0.46,4.6,0.094,3,10,0.9964,3.27,0.64,12.2,7,red
7.1,0.7,0.00,2.2,0.073,12,22,0.9969,3.48,0.50,9.3,5,red
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,red
7.3,0.3,0.34,2.7,0.044,34,108,0.9911,3.36,0.53,12.8,8,white
6.9,0.2,0.30,2.0,0.038,39,190,0.9914,3.32,0.37,12.2,6,white
7.7,0.4,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
6.7,0.3,0.34,6.6,0.067,35,156,0.9954,3.11,0.48,9.3,6,white
5.2,0.3,0.00,1.8,0.050,27,63,0.9916,3.68,0.79,14.0,6,red
6.3,0.1,0.39,1.1,0.044,27,117,0.9918,3.26,0.53,10.4,6,white
4.6,0.4,0.00,1.4,0.053,11,178,0.9943,3.79,0.55,10.2,5,white
8.2,0.3,0.40,2.4,0.052,4,10,0.9936,3.33,0.70,12.8,7,red
6.7,0.5,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,white
6.4,0.3,0.25,10.7,0.046,66,179,0.9961,3.17,0.55,9.9,6,white
7.4,1.2,0.00,4.3,0.097,5,14,0.9966,3.63,0.54,10.7,3,red
6.7,0.1,0.26,14.8,0.053,44,95,0.9968,3.20,0.35,9.8,6,white
6.4,0.4,0.21,2.1,0.051,46,171,0.9932,3.16,0.50,9.5,5,white
5.6,0.2,0.19,7.1,0.048,36,110,0.9944,3.26,0.41,9.5,6,white
6.9,0.3,0.25,3.3,0.041,26,124,0.9943,3.18,0.50,9.3,6,white
8.9,0.3,0.34,10.7,0.029,20,166,0.9967,3.13,0.48,10.6,5,white
8.0,0.6,0.23,3.2,0.073,17,119,0.9968,3.26,0.57,9.3,5,red
6.4,0.3,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11.0,7,white
7.3,1.0,0.05,2.1,0.061,20,49,0.9971,3.31,0.55,9.7,3,red
6.6,0.3,0.24,1.7,0.048,26,124,0.9942,3.37,0.60,10.1,6,white
6.3,0.4,0.35,5.9,0.040,83,260,0.9941,3.12,0.66,10.1,5,white
6.8,0.3,0.37,8.2,0.055,52,192,0.9959,3.11,0.52,9.5,6,white
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.40,0.48,9.9,5,red
7.4,0.3,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,white
7.9,0.2,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6,white
6.4,0.4,0.51,7.8,0.055,53,177,0.9950,3.12,0.45,9.6,5,white
8.5,0.2,0.26,9.3,0.034,73,142,0.9945,3.05,0.37,11.4,6,white
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,red
6.8,0.2,0.37,7.5,0.043,59,188,0.9958,3.20,0.50,9.4,6,white
6.6,0.2,0.24,8.6,0.034,25,135,0.9958,3.33,0.59,10.3,6,white
6.7,0.3,0.31,7.4,0.041,7,81,0.9925,3.04,0.47,11.4,8,white
8.4,0.4,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,red
9.1,0.4,0.39,1.8,0.060,21,55,0.9950,3.18,0.82,11.0,7,red
6.5,0.3,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,white
6.5,0.2,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6,white
7.6,0.4,0.20,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,white
10.2,0.4,0.48,2.4,0.214,7,12,0.9996,3.20,0.62,9.5,6,red
9.8,0.4,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,white
6.8,0.2,0.35,4.7,0.068,32,151,0.9950,3.37,0.49,9.8,5,white
7.2,0.2,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9.0,7,white
7.2,0.2,0.31,10.0,0.054,49,165,0.9970,3.40,0.42,9.9,6,white
9.4,0.2,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,white
7.6,0.2,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,white
7.3,0.3,0.49,5.0,0.028,32,107,0.9936,3.24,0.54,10.8,6,white
6.4,0.5,0.22,14.7,0.047,51,183,0.9983,3.39,0.60,10.5,5,white
7.0,0.3,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,white
6.9,0.2,0.28,7.8,0.050,43,116,0.9933,3.22,0.60,11.5,8,white
6.9,0.3,0.40,19.5,0.043,36,156,0.9996,2.93,0.47,8.9,5,white
6.1,0.2,0.27,9.8,0.055,74,134,0.9953,3.16,0.40,10.2,6,white
7.2,0.2,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,white
7.0,0.3,0.32,1.7,0.038,27,128,0.9938,3.20,0.62,10.2,6,white
7.0,0.4,0.32,10.1,0.045,37,131,0.9935,3.09,0.33,11.7,8,white
8.5,0.2,0.40,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,white
7.1,0.2,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,white
7.7,0.8,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,red
6.2,0.3,0.39,1.3,0.051,42,135,0.9906,3.23,0.40,11.1,6,white
6.9,0.3,0.28,1.3,0.051,37,187,0.9927,3.27,0.60,10.3,5,white
8.4,0.2,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,white
7.6,0.2,0.41,1.1,0.040,38,143,0.9907,2.92,0.42,11.4,5,white
5.7,0.3,0.32,1.4,0.043,28,93,0.9897,3.31,0.50,12.3,6,white
8.6,0.2,0.30,1.1,0.028,34,95,0.9925,2.82,0.38,10.1,3,white
6.3,0.4,0.18,3.5,0.027,23,109,0.9902,3.34,0.54,12.8,8,white
6.8,0.4,0.53,10.1,0.053,37,151,0.9963,3.07,0.40,9.4,5,white
6.3,0.4,0.30,5.7,0.035,8,97,0.9927,3.27,0.41,11.0,7,white
7.5,0.2,0.41,1.2,0.050,26,131,0.9913,3.19,0.52,11.1,5,white
6.8,0.2,0.41,12.9,0.044,80,183,0.9974,3.24,0.78,10.2,6,white
9.0,0.6,0.30,8.1,0.026,14,71,0.9930,2.94,0.36,11.8,5,white
7.6,0.2,0.30,14.2,0.056,54,212,0.9991,3.14,0.46,9.0,9,white
7.9,0.2,0.37,3.0,0.061,25,178,0.9950,3.22,0.51,10.0,6,white
7.3,0.2,0.37,14.4,0.063,48,190,0.9977,2.91,0.38,9.0,6,white
5.7,0.7,0.06,6.8,0.042,9,84,0.9943,3.44,0.44,10.2,5,white
6.4,0.6,0.12,4.7,0.060,33,196,0.9956,3.22,0.48,8.9,5,white
8.1,0.3,0.28,7.5,0.040,70,230,0.9956,3.14,0.55,9.8,6,white
8.2,0.2,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,white
6.2,0.3,0.37,7.1,0.047,54,201,0.9952,3.19,0.48,9.5,6,white
7.1,0.3,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,white
7.3,0.3,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,white
9.3,0.7,0.26,2.0,0.096,5,35,0.9974,3.25,0.42,9.6,5,red
6.8,0.2,0.28,12.6,0.048,54,136,0.9956,3.19,0.37,10.7,6,white
6.7,0.3,0.29,7.1,0.036,28,100,0.9953,3.08,0.36,9.3,6,white
7.5,0.3,0.48,19.5,0.048,55,243,1.0010,2.95,0.40,8.8,5,white
6.6,0.4,0.35,6.0,0.063,31,150,0.9954,3.10,0.47,9.4,6,white
8.2,0.4,0.49,13.6,0.042,58,166,0.9986,3.10,0.54,9.4,5,white
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,white
9.2,0.3,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,white
6.9,0.1,0.30,5.4,0.050,40,127,0.9943,3.40,0.40,9.7,7,white
6.9,0.4,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,5,white
7.7,0.2,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,white
7.7,0.5,0.28,2.1,0.087,23,54,0.9980,3.42,0.74,9.2,5,red
6.1,0.5,0.09,1.7,0.078,18,30,0.9940,3.45,0.54,11.2,6,red
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,white
7.8,0.3,0.31,3.6,0.025,22,100,0.9907,2.99,0.47,12.1,7,white
5.6,0.2,0.29,1.2,0.047,33,127,0.9910,3.34,0.50,11.0,7,white
6.8,0.2,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,white
6.7,0.3,0.45,14.3,0.054,30,181,0.9987,3.14,0.57,9.1,5,white
6.2,0.6,0.00,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,red
8.9,0.8,0.14,2.5,0.086,9,30,0.9982,3.34,0.64,10.5,5,red
9.8,0.3,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,red
6.5,0.3,0.43,8.9,0.083,50,171,0.9965,2.85,0.50,9.0,5,white
6.5,0.3,0.24,10.8,0.042,47,130,0.9960,3.08,0.40,10.1,6,white
7.2,0.3,0.47,5.1,0.044,19,65,0.9910,3.03,0.41,12.6,4,white
7.2,0.3,0.34,2.0,0.044,61,171,0.9895,3.25,0.53,13.3,7,white
5.8,0.3,0.28,4.3,0.032,46,115,0.9895,3.16,0.57,13.0,8,white
11.8,0.7,0.53,3.4,0.128,6,19,0.9993,3.17,0.85,12.2,7,red
6.9,0.3,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5,white
9.0,0.3,0.34,6.7,0.029,21,162,0.9950,3.08,0.50,10.6,6,white
7.8,0.6,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,red
5.8,0.2,0.24,1.3,0.044,38,128,0.9936,3.77,0.60,10.6,5,white
8.9,0.4,0.32,5.6,0.087,7,48,0.9990,3.38,0.76,10.5,8,red
6.4,0.3,0.35,4.8,0.030,34,101,0.9912,3.36,0.60,12.5,8,white
7.8,0.7,0.47,1.9,0.115,20,112,0.9968,3.22,0.71,9.5,6,red
5.7,0.2,0.22,4.2,0.042,25,111,0.9940,3.35,0.39,9.4,5,white
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,red
5.8,0.6,0.00,5.6,0.033,7,30,0.9936,3.31,0.50,10.5,4,white
5.7,0.3,0.30,3.9,0.026,36,105,0.9896,3.26,0.58,12.8,6,white
6.7,0.1,0.26,14.8,0.053,44,95,0.9968,3.20,0.35,9.8,6,white
7.0,0.2,0.26,1.1,0.037,20,71,0.9902,3.10,0.38,11.7,6,white
6.5,0.2,0.32,2.2,0.028,36,92,0.9908,3.27,0.59,11.9,7,white
6.7,0.3,0.34,12.9,0.048,30,161,0.9986,3.44,0.47,9.5,6,white
7.7,0.3,0.30,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,red
7.4,0.2,0.30,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,white
5.9,0.2,0.28,0.7,0.027,5,28,0.9899,3.13,0.32,10.6,5,white
6.8,0.2,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,white
6.8,0.2,0.33,4.9,0.047,42,130,0.9928,3.12,0.56,11.0,6,white
6.2,0.3,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10.0,6,white
7.6,1.0,0.03,2.1,0.090,6,21,0.9959,3.20,0.55,9.6,4,red
7.0,0.1,0.32,9.0,0.039,54,141,0.9956,3.22,0.43,9.4,6,white
6.1,0.3,0.21,5.0,0.042,17,133,0.9937,3.02,0.53,9.4,5,white
8.0,0.3,0.23,1.8,0.079,18,44,0.9962,3.30,0.64,9.1,5,red
10.5,0.5,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,red
9.7,0.1,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,white
6.7,0.3,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5,white
7.6,0.3,0.34,2.5,0.082,26,35,0.9936,3.22,0.59,12.5,7,red
7.5,0.5,0.41,2.2,0.085,7,38,0.9971,3.57,0.62,10.4,6,red
6.9,0.4,0.20,15.4,0.043,57,201,0.9985,3.08,0.54,9.4,5,white
6.3,0.4,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,red
8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,white
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13.0,5,red
7.8,0.9,0.00,2.6,0.098,25,67,0.9968,3.20,0.68,9.8,5,red
7.4,0.2,0.36,13.1,0.056,72,163,1.0000,3.42,0.35,9.1,6,white
7.1,0.3,0.28,1.3,0.023,3,89,0.9899,2.95,0.30,11.4,4,white
7.1,0.4,0.42,5.5,0.070,29,129,0.9973,3.42,0.72,10.5,5,red
5.8,0.4,0.21,2.2,0.030,18,134,0.9895,3.42,0.79,13.7,6,white
10.2,0.4,0.40,2.5,0.068,41,54,0.9975,3.38,0.86,10.5,6,red
7.3,0.2,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,white
7.7,0.2,0.44,13.9,0.050,44,130,0.9986,3.11,0.48,10.0,6,white
7.6,0.4,0.49,2.0,0.088,16,43,0.9980,3.48,0.64,9.1,5,red
8.0,0.2,0.33,1.2,0.044,28,101,0.9904,3.03,0.43,12.5,6,white
6.9,0.2,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11.0,5,white
7.9,0.7,0.23,1.7,0.085,17,94,0.9960,3.31,0.48,9.5,5,red
11.1,0.4,0.48,1.7,0.118,6,14,0.9983,3.29,0.76,9.8,6,red
6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7,white
6.6,0.3,0.31,5.3,0.137,35,163,0.9951,3.20,0.38,9.3,5,white
6.6,0.3,0.31,4.8,0.138,41,168,0.9951,3.20,0.38,9.3,5,white
6.3,0.2,0.19,12.3,0.048,54,145,0.9967,3.16,0.42,9.3,6,white
5.8,0.3,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white
7.7,0.7,0.22,2.1,0.087,17,96,0.9962,3.32,0.49,9.5,5,red
7.2,0.1,0.30,6.8,0.056,26,105,0.9954,3.44,0.40,9.6,6,white
